,Arrondissement_x,Code INSEE commune_x,Type implantation,Nombre point de recharge,Paiement CB,Accessibilité PMR,Restriction gabarit,Stationnement 2 roues,Puissance max KW,Statut du point de recharge,Type de chargeur,latitude,longitude,Arrondissement_x_encode,Type implantation_encode,Paiement CB_encode,Accessibilité PMR_encode,Restriction gabarit_encode,Stationnement 2 roues_encode,Statut du point de recharge_encode,Type de chargeur_encode
165,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.879597,2.3263307,3,1,1,0,1,0,0,3
166,10e Arrondissement,75110.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87119,2.364206,5,1,1,0,1,0,0,3
167,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86661,2.36784,6,1,1,0,1,0,0,3
168,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86661,2.36784,6,1,1,0,1,0,0,3
169,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83171,2.379246,8,1,1,0,1,0,0,3
170,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8886,2.3888,14,1,1,0,1,0,0,3
171,18e Arrondissement,75118.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.8913,2.3385,13,1,1,1,1,0,0,3
172,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8913,2.3385,13,1,1,0,1,0,0,3
173,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8792,2.3839,14,1,1,0,1,0,0,3
174,15e Arrondissement,75115.0,Voirie,6,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.8407,2.2876,10,1,1,1,1,0,0,3
175,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8373,2.2787,10,1,1,0,1,0,0,3
176,16e Arrondissement,75116.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8685,2.2927,11,1,1,0,1,0,0,3
177,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.864,2.2806,11,1,1,0,1,0,1,3
178,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.864,2.2806,11,1,1,0,1,0,0,3
179,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8379,2.2628,11,1,1,0,1,0,0,3
180,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8888,2.3222,12,1,1,0,1,0,0,3
181,17e Arrondissement,75117.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.876,2.2884,12,1,1,0,1,0,0,3
182,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8769,2.3812,14,1,1,0,1,0,0,3
183,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8519,2.3982,15,1,1,0,1,0,0,3
185,06e Arrondissement,75106.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84189,2.333149,1,1,1,0,1,0,0,3
186,06e Arrondissement,75106.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.842564,2.3363895,1,1,1,0,1,0,1,3
187,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.839275,2.3507414,0,1,1,0,1,1,0,3
188,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.851284,2.312916,2,1,1,0,1,0,0,3
189,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.859367,2.3195393,2,1,1,0,1,0,0,3
190,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85582,2.3152447,2,1,1,0,1,0,0,3
192,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8706,2.3226488,3,1,1,0,1,0,0,3
193,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8706,2.3226488,3,1,1,0,1,0,0,3
194,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.877834,2.310832,3,1,1,0,1,0,1,3
195,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.877834,2.310832,3,1,1,0,1,0,1,3
196,09e Arrondissement,75109.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.882973,2.345487,4,1,1,0,1,0,0,3
197,09e Arrondissement,75109.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87232,2.338776,4,1,1,0,1,0,0,3
198,09e Arrondissement,75109.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87232,2.338776,4,1,1,0,1,0,0,3
199,09e Arrondissement,75109.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87772,2.3409176,4,1,1,0,1,0,0,3
200,09e Arrondissement,75109.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87772,2.3409176,4,1,1,0,1,0,0,3
201,09e Arrondissement,75109.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87772,2.3409176,4,1,1,0,1,0,0,3
202,10e Arrondissement,75110.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.875076,2.352321,5,1,1,0,1,0,1,3
203,11e Arrondissement,75111.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85189,2.376434,6,1,1,0,1,0,0,3
204,10e Arrondissement,75110.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87407,2.3551424,5,1,1,0,1,0,0,3
205,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84154,2.389211,7,1,1,0,1,0,0,3
206,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84036,2.378739,7,1,1,0,1,0,0,3
207,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.826233,2.34245,8,1,1,0,1,0,1,3
208,14e Arrondissement,75114.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.83126,2.313088,9,1,1,1,1,0,0,3
209,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82306,2.322823,9,1,1,0,1,0,0,3
210,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82076,2.3370783,9,1,1,0,1,0,0,3
211,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.835197,2.2914295,10,1,1,0,1,0,0,3
212,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.844707,2.3198109,10,1,1,0,1,0,0,3
213,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.853813,2.2768772,11,1,1,0,1,0,0,3
214,17e Arrondissement,75117.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.887695,2.3050365,12,1,1,0,1,0,0,3
215,17e Arrondissement,75117.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.887695,2.3050365,12,1,1,0,1,0,0,3
216,13e Arrondissement,75113.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.824066,2.364308,8,1,1,0,1,0,1,3
217,Paris centre,75104.0,Parking public,21,True,Non accessible,Hauteur maximale 1.90m,False,43.0,Occupé (en charge),Prise type 2,48.856796,2.3538697,16,0,1,0,0,0,1,0
218,Paris centre,75104.0,Parking public,21,True,Non accessible,Hauteur maximale 1.90m,False,50.0,Disponible,Prise type Combo CCS,48.856796,2.3538697,16,0,1,0,0,0,0,2
219,Paris centre,75103.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.86472,2.359043,16,1,0,0,1,0,0,3
220,08e Arrondissement,75108.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.8807,2.321369,3,1,0,0,1,0,0,3
221,08e Arrondissement,75108.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.86937,2.303269,3,1,0,0,1,0,1,3
222,09e Arrondissement,75109.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.88264,2.335728,4,1,0,0,1,0,0,3
223,11e Arrondissement,75111.0,Voirie,2,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.854664,2.387548,6,1,0,0,1,0,0,3
224,13e Arrondissement,75113.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.822433,2.372971,8,1,0,0,1,0,1,3
225,14e Arrondissement,75114.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.824387,2.336857,9,1,0,0,1,0,1,3
226,16e Arrondissement,75116.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.86851,2.295469,11,1,0,0,1,0,0,3
227,17e Arrondissement,75117.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.878963,2.293606,12,1,0,0,1,0,0,3
228,18e Arrondissement,75118.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.89061,2.35423,13,1,0,0,1,0,0,3
229,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.845284,2.2640333,11,1,1,0,1,0,1,3
230,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.845284,2.2640333,11,1,1,0,1,0,1,3
231,Paris centre,75102.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.868008,2.3508835,16,1,1,0,1,0,1,3
232,Paris centre,75104.0,Voirie,3,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85648,2.361378,16,1,1,0,1,0,0,3
233,Paris centre,75104.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.848423,2.366004,16,1,1,0,1,0,0,3
234,05e Arrondissement,75105.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.850033,2.354431,0,1,1,0,1,0,0,3
235,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.858727,2.314834,2,1,1,0,1,0,1,3
236,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.858727,2.314834,2,1,1,0,1,0,0,3
237,12e Arrondissement,75112.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.841595,2.4050138,7,1,1,0,1,0,1,3
238,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.881832,2.32056,3,1,1,0,1,0,1,3
239,09e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.880573,2.3317547,4,1,1,0,1,0,0,3
240,12e Arrondissement,75112.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83641,2.3922555,7,1,1,0,1,0,0,3
241,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85615,2.3825247,6,1,1,0,1,0,1,3
242,17e Arrondissement,75117.0,Voirie,6,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.878258,2.2967632,12,1,1,1,1,0,1,3
243,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82844,2.336613,9,1,1,0,1,0,0,3
244,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.856915,2.3941433,15,1,1,0,1,0,0,3
245,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.856915,2.3941433,15,1,1,0,1,0,1,3
246,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.88112,2.284095,12,1,1,0,1,0,1,3
247,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85988,2.3245049,2,1,1,0,1,0,1,3
248,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.845806,2.3038075,10,1,1,0,1,1,1,3
249,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.845806,2.3038075,10,1,1,0,1,1,0,3
250,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83984,2.273328,10,1,1,0,1,0,1,3
251,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.842594,2.2920513,10,1,1,0,1,0,0,3
252,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.838547,2.312675,10,1,1,0,1,0,1,3
253,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.838547,2.312675,10,1,1,0,1,1,0,3
254,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.838314,2.2943442,10,1,1,0,1,0,1,3
255,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86986,2.38494,15,1,1,0,1,0,0,3
256,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.859756,2.278694,11,1,1,0,1,0,1,3
257,Paris centre,75101.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85788,2.34681,16,1,1,0,1,0,0,3
258,Paris centre,75101.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85788,2.34681,16,1,1,0,1,0,1,3
259,05e Arrondissement,75105.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.84443,2.3522773,0,1,1,0,1,0,1,3
260,05e Arrondissement,75105.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.842007,2.3430684,0,1,1,0,1,0,0,3
261,08e Arrondissement,75108.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.865772,2.308419,3,1,1,0,1,0,0,3
262,08e Arrondissement,75108.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.865772,2.308419,3,1,1,0,1,0,1,3
263,08e Arrondissement,75108.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.87835,2.3044934,3,1,1,0,1,1,0,3
264,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.872448,2.3041663,3,1,1,0,1,0,1,3
265,06e Arrondissement,75106.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.847107,2.332121,1,1,1,0,1,0,1,3
266,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87057,2.301121,3,1,1,0,1,0,0,3
267,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.84837,2.367915,7,1,1,0,1,1,1,3
268,09e Arrondissement,75109.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87359,2.3466527,4,1,1,0,1,0,0,3
269,11e Arrondissement,75111.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85366,2.3923485,6,1,1,0,1,0,1,3
270,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83273,2.32608,9,1,1,0,1,0,0,3
271,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.84071,2.409631,7,1,1,0,1,1,0,3
272,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.834854,2.3297832,9,1,1,0,1,0,0,3
273,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.834526,2.353056,8,1,1,0,1,0,0,3
274,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.842175,2.323305,9,1,1,0,1,0,0,3
275,14e Arrondissement,75114.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.831856,2.3202972,9,1,1,0,1,0,1,3
276,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83171,2.379246,8,1,1,0,1,0,1,3
277,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8917,2.3691,14,1,1,0,1,0,0,3
278,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8886,2.3888,14,1,1,0,1,0,0,3
279,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8792,2.3839,14,1,1,0,1,0,1,3
280,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8432,2.3217,10,1,1,0,1,0,1,3
281,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8483,2.301,10,1,1,0,1,0,1,3
282,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8534,2.2685,11,1,1,0,1,0,1,3
283,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8735,2.2843,11,1,1,0,1,0,0,3
284,16e Arrondissement,75116.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8685,2.2927,11,1,1,0,1,0,1,3
285,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8863,2.3151,12,1,1,0,1,0,0,3
286,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8888,2.3222,12,1,1,0,1,0,0,3
287,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8818,2.3938,14,1,1,0,1,0,1,3
288,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8657,2.4087,15,1,1,0,1,0,1,3
289,Paris centre,75104.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.858505,2.3543751,16,1,1,0,1,0,1,3
290,Paris centre,75104.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.853573,2.363958,16,1,1,0,1,0,0,3
291,06e Arrondissement,75106.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.842564,2.3363895,1,1,1,0,1,0,0,3
292,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.859367,2.3195393,2,1,1,0,1,0,0,3
293,07e Arrondissement,75107.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86113,2.3069868,2,1,1,0,1,0,1,3
294,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.876186,2.3082976,3,1,1,0,1,0,1,3
295,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.87236,2.326167,3,1,1,0,1,0,1,3
297,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.833412,2.388111,7,1,1,0,1,0,1,3
